version,1.0
name,Start room.
size,7,11

data:
connectionX,3,0
connectionY,0,7
connectionOffset,0,2
connectionDir,N,W
minMaxConnections,1,2
weight,100.000000
canRotate,true
end

conditions:
end

events:
end

tiles:
Tile,0,0,R,0,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,1,0,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,2,0,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,3,0,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,4,0,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,5,0,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,0,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,1,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,1,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,2,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,2,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,3,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,3,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,4,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,4,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,5,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,5,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,6,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,6,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,7,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,7,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,8,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,8,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,9,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,6,9,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,10,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,1,10,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,2,10,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,3,10,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,4,10,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,5,10,#,#,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
TileBreakable,6,10,b,b,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1,5
end

entities:
Entity,3,3,s,s,0,0,COLOR_BLACK,COLOR_BLACK,4
end
