version,1.0
name,
size,48,60

data:
playerPos,9,30
end

conditions:
end

events:
end

tiles:
Tile,41,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,42,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,43,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,44,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,45,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,46,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,47,0, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,41,1, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,47,1, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,1,2,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,2,2,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,3,2,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,4,2,R,4,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,41,2, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,47,2, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,3,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,5,3,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,41,3, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,47,3, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,4,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,5,4,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,41,4, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,47,4, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,0,5,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,5,5,*,*,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
Tile,41,5, , ,0,0,COLOR_BLACK,COLOR_BLACK,false,false,COLOR_GRAY1
